link,price,price_before_discount,currency,rating,image_url,Product Title,Category,Site,All Reviews,Brand,Operating System,Ram Memory Installed Size,Memory Storage Capacity,Screen Size,Resolution,Refresh Rate,Model Name,Wireless Carrier,Cellular Technology,Connectivity Technology,CPU Model,CPU Speed,Color,date
https://www.amazon.com/Galaxy-S20-5G-Unlocked-Smartphone/dp/B08FRQMW31/ref=sr_1_56?dib=eyJ2IjoiMSJ9.GYnAz0gaWjasdCk-Jr_9sOch9XcSnz9CSj6pDVIiaky8JwSoLJmeG33arFPu_k9RLQ9GELVDIh4xMTVyIZ_xhEhlRDFoYEtFnR5ePSggwWtSRnYRgvvywmDuZELfd5lK0th93PhvOfaI1E9QHxjqNiYqjvVBkifNG27p56RH8MMxV7V086GoQqItIk47HxCHFrFroXniE_Qc3hKd41IXHRs94XP3-yaYk2bs9c1_Xa4.afb9Z0xgZeKqN8ni3cEnu0uKaHWR2SfYNO5GKFNWqB8&dib_tag=se&keywords=mobile+phone&qid=1729650154&sr=8-56,199.,$259.72,USD,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61BgDOd6ViL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Apple-iPhone-SE-3rd-Midnight/dp/B0BDY71GRG/ref=sr_1_57?dib=eyJ2IjoiMSJ9.GYnAz0gaWjasdCk-Jr_9sOch9XcSnz9CSj6pDVIiaky8JwSoLJmeG33arFPu_k9RLQ9GELVDIh4xMTVyIZ_xhEhlRDFoYEtFnR5ePSggwWtSRnYRgvvywmDuZELfd5lK0th93PhvOfaI1E9QHxjqNiYqjvVBkifNG27p56RH8MMxV7V086GoQqItIk47HxCHFrFroXniE_Qc3hKd41IXHRs94XP3-yaYk2bs9c1_Xa4.afb9Z0xgZeKqN8ni3cEnu0uKaHWR2SfYNO5GKFNWqB8&dib_tag=se&keywords=mobile+phone&qid=1729650154&sr=8-57,179.,$194.00,USD,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61-wAIWB8NL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Stylus-Unlocked-256GB-Camera-Caramel/dp/B0D1ZFS9GH/ref=sr_1_58?dib=eyJ2IjoiMSJ9.GYnAz0gaWjasdCk-Jr_9sOch9XcSnz9CSj6pDVIiaky8JwSoLJmeG33arFPu_k9RLQ9GELVDIh4xMTVyIZ_xhEhlRDFoYEtFnR5ePSggwWtSRnYRgvvywmDuZELfd5lK0th93PhvOfaI1E9QHxjqNiYqjvVBkifNG27p56RH8MMxV7V086GoQqItIk47HxCHFrFroXniE_Qc3hKd41IXHRs94XP3-yaYk2bs9c1_Xa4.afb9Z0xgZeKqN8ni3cEnu0uKaHWR2SfYNO5GKFNWqB8&dib_tag=se&keywords=mobile+phone&qid=1729650154&sr=8-58,399.,$239.99,USD,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61LE9-6KxdL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Google-Pixel-4a-Smartphone-Ultrawide/dp/B08H8VZ6PV/ref=sr_1_59?dib=eyJ2IjoiMSJ9.GYnAz0gaWjasdCk-Jr_9sOch9XcSnz9CSj6pDVIiaky8JwSoLJmeG33arFPu_k9RLQ9GELVDIh4xMTVyIZ_xhEhlRDFoYEtFnR5ePSggwWtSRnYRgvvywmDuZELfd5lK0th93PhvOfaI1E9QHxjqNiYqjvVBkifNG27p56RH8MMxV7V086GoQqItIk47HxCHFrFroXniE_Qc3hKd41IXHRs94XP3-yaYk2bs9c1_Xa4.afb9Z0xgZeKqN8ni3cEnu0uKaHWR2SfYNO5GKFNWqB8&dib_tag=se&keywords=mobile+phone&qid=1729650154&sr=8-59,179.,$149.90,USD,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71C0OH4WfpL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Samsung-Galaxy-S20-Ultra-Cosmic/dp/B08H7RJLM2/ref=sr_1_60?dib=eyJ2IjoiMSJ9.GYnAz0gaWjasdCk-Jr_9sOch9XcSnz9CSj6pDVIiaky8JwSoLJmeG33arFPu_k9RLQ9GELVDIh4xMTVyIZ_xhEhlRDFoYEtFnR5ePSggwWtSRnYRgvvywmDuZELfd5lK0th93PhvOfaI1E9QHxjqNiYqjvVBkifNG27p56RH8MMxV7V086GoQqItIk47HxCHFrFroXniE_Qc3hKd41IXHRs94XP3-yaYk2bs9c1_Xa4.afb9Z0xgZeKqN8ni3cEnu0uKaHWR2SfYNO5GKFNWqB8&dib_tag=se&keywords=mobile+phone&qid=1729650154&sr=8-60,244.,$222.00,USD,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61tNLCoMMBL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/SAMSUNG-Factory-Unlocked-Android-Smartphone/dp/B0BSLRXF1H/ref=sr_1_61?dib=eyJ2IjoiMSJ9.GYnAz0gaWjasdCk-Jr_9sOch9XcSnz9CSj6pDVIiaky8JwSoLJmeG33arFPu_k9RLQ9GELVDIh4xMTVyIZ_xhEhlRDFoYEtFnR5ePSggwWtSRnYRgvvywmDuZELfd5lK0th93PhvOfaI1E9QHxjqNiYqjvVBkifNG27p56RH8MMxV7V086GoQqItIk47HxCHFrFroXniE_Qc3hKd41IXHRs94XP3-yaYk2bs9c1_Xa4.afb9Z0xgZeKqN8ni3cEnu0uKaHWR2SfYNO5GKFNWqB8&dib_tag=se&keywords=mobile+phone&qid=1729650154&sr=8-61,No Price,No List Price,USD,4.5 out of 5 stars,https://m.media-amazon.com/images/I/61A+wkddftL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Google-Pixel-Unlocked-Smartphone-Ultrawide/dp/B09NP6697R/ref=sr_1_62?dib=eyJ2IjoiMSJ9.GYnAz0gaWjasdCk-Jr_9sOch9XcSnz9CSj6pDVIiaky8JwSoLJmeG33arFPu_k9RLQ9GELVDIh4xMTVyIZ_xhEhlRDFoYEtFnR5ePSggwWtSRnYRgvvywmDuZELfd5lK0th93PhvOfaI1E9QHxjqNiYqjvVBkifNG27p56RH8MMxV7V086GoQqItIk47HxCHFrFroXniE_Qc3hKd41IXHRs94XP3-yaYk2bs9c1_Xa4.afb9Z0xgZeKqN8ni3cEnu0uKaHWR2SfYNO5GKFNWqB8&dib_tag=se&keywords=mobile+phone&qid=1729650154&sr=8-62,206.,$339.00,USD,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61ruKkvVIxL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Motorola-Unlocked-Camera-170-82-7-35mm/dp/B0CGVXZSQJ/ref=sr_1_63?dib=eyJ2IjoiMSJ9.GYnAz0gaWjasdCk-Jr_9sOch9XcSnz9CSj6pDVIiaky8JwSoLJmeG33arFPu_k9RLQ9GELVDIh4xMTVyIZ_xhEhlRDFoYEtFnR5ePSggwWtSRnYRgvvywmDuZELfd5lK0th93PhvOfaI1E9QHxjqNiYqjvVBkifNG27p56RH8MMxV7V086GoQqItIk47HxCHFrFroXniE_Qc3hKd41IXHRs94XP3-yaYk2bs9c1_Xa4.afb9Z0xgZeKqN8ni3cEnu0uKaHWR2SfYNO5GKFNWqB8&dib_tag=se&keywords=mobile+phone&qid=1729650154&sr=8-63,447.,$699.99,USD,4.0 out of 5 stars,https://m.media-amazon.com/images/I/61y8ZqM0vvL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Stylus-Unlocked-256GB-Camera-Scarlet/dp/B0D5PFR7DK/ref=sr_1_64?dib=eyJ2IjoiMSJ9.GYnAz0gaWjasdCk-Jr_9sOch9XcSnz9CSj6pDVIiaky8JwSoLJmeG33arFPu_k9RLQ9GELVDIh4xMTVyIZ_xhEhlRDFoYEtFnR5ePSggwWtSRnYRgvvywmDuZELfd5lK0th93PhvOfaI1E9QHxjqNiYqjvVBkifNG27p56RH8MMxV7V086GoQqItIk47HxCHFrFroXniE_Qc3hKd41IXHRs94XP3-yaYk2bs9c1_Xa4.afb9Z0xgZeKqN8ni3cEnu0uKaHWR2SfYNO5GKFNWqB8&dib_tag=se&keywords=mobile+phone&qid=1729650154&sr=8-64,349.,$399.99,USD,4.4 out of 5 stars,https://m.media-amazon.com/images/I/61rBSOO7ZgL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/NUU-A15-Teenagers-Octa-Core-Purple/dp/B0CHDSGLCF/ref=sr_1_65?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-65,109.,$119.99,USD,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71gQEDWL4SL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/SAMSUNG-Unlocked-Smartphone-High-Res-Manufacturer/dp/B0DCLCPN9T/ref=sr_1_66?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-66,649.,$589.95,USD,4.8 out of 5 stars,https://m.media-amazon.com/images/I/61uakkLoHxL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Samsung-SM-A256E-Factory-Unlocked-International/dp/B0CRVWXJ6H/ref=sr_1_67?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-67,187.,$247.97,USD,4.0 out of 5 stars,https://m.media-amazon.com/images/I/51gM-p2VCjL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/OnePlus-Dual-SIM-Smartphone-Processor-Hasselblad/dp/B0CQ5M1NXQ/ref=sr_1_68?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-68,899.,$627.90,USD,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71NW2QaIzlL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Samsung-Electronics-Unlocked-Smartphone-Long-Lasting/dp/B08HQZC2XK/ref=sr_1_69?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-69,226.,$239.00,USD,4.1 out of 5 stars,https://m.media-amazon.com/images/I/712TROQ7FSL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Galaxy-S21-5G-Smartphone-Pro-Grade/dp/B096YGNXZ5/ref=sr_1_70?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-70,215.,$227.36,USD,3.9 out of 5 stars,https://m.media-amazon.com/images/I/61-QMCHyUES._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/TracFone-Motorola-Moto-Play-Black/dp/B0CCSZZGT7/ref=sr_1_71?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-71,49.,No List Price,USD,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71pGGUaxezL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/OnePlus-Dual-SIM-Unlocked-Smartphone-Hasselblad/dp/B0CHN7M531/ref=sr_1_72?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-72,"1,699.",$921.13,USD,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71slFjJerBL._AC_UY218_.jpg,"OnePlus Open, 16GB RAM+512GB, Dual-SIM, Voyager Black, US Factory Unlocked Android Smartphone, 4805 mAh Battery, 67W Fast Charging, Hasselblad Camera, 120Hz Fluid Display",Mobile Phones,Amazon,"[{'Reviewer Name': 'Amazon Customer', 'Rating': '5.0 out of 5 stars', 'Title': 'Switched From Z Fold 6', 'Date': 'Reviewed in the United States on August 7, 2024', 'Review Body': ""So about a month ago I decided it was time to finally break away from the apple eco system. I was sick of it. I really liked the refined design of the fold 6 and knew I wanted something that felt vastly different from a candy bar form factor.The phone was great and had a lot of features that wowed me. The AI tools were fun and silly and the screens were bright and vibrant. I got blue bubbles working at home and thought I was good to go.A week passed and I realized I wasn't in love. That damn front screen is just so narrow. I have little hands. I'm a small guy. I didn't think it would bother me. I couldn't type a sentence on it to save my life. The cases for it added such a strange cheap bulky feeling to the phone and made me feel like I was carrying around a TV remote. The inner screen was so damn glossy, I couldn't see outside or even in my apartment for that matter because it reflected EVERYTHING around me and was covered in smudges in an instant. You can't set the phone down flat on a table because of the camera placement. It was also uncomfortable to hold with those sharp corners.The one plus open has fixed all of those issues for me. The inner screen feels so much more premium and the outer screen is a perfect size. I love the anti glare inside and can't get over how shallow the crease is. I honestly even like the OS more. Coming from iOS, it's a little more inviting. Of course I miss the wireless charging and AI features, but I can absolutely live without those. The cameras are so much better and I prefer the more tasteful image processing. Samsung pics look like an acid trip, they're so oversaturated. The OnePlus open feels so much more premium and carefully crafted. I also don't really need these phones to be much thinner...I like how solid the open feels. I don't feel like it's going to break every time I unfold it. While it may not be snapdragon 8 gen 3, gen 2 runs extremely well. Battery life is absolutely better even at high performance.So happy to join the OnePlus ecosystem. Such a brilliantly balanced device.\nRead more""}, {'Reviewer Name': 'TMac', 'Rating': '5.0 out of 5 stars', 'Title': 'AWESOME Foldable phone!', 'Date': 'Reviewed in the United States on October 3, 2024', 'Review Body': ""What can I say? The last foldable phone I had was the Samsung Galaxy Fold 2. I liked it a lot but eventually grew tired of the heaviness and ended up selling it. I also found the tall, slim, remote control profile of the outer screen to be uncomfortable to use at times, not to mention its unwieldy reachability. Unfortunately, Samsung has chosen to stick with the tall, skinny, barely useable design of the outer screen. OnePlus, on the other hand, provides a normal size outer screen, much better hinge with almost no detectable crease when open, a larger screen and many say an even better camera (albeit a much more obtrusive one) than even the new Samsung Fold 6! And even though it does not have the IP48 submersible rating Samsung has or the wireless charging, it does come with a proprietory 67 watt fast charger in the box that allows it to charge the phone from zero to 100% in under 45 minutes. Neither Samsung nor the new Pixel Pro 9 foldable can achieve anywhere near that level of fast charging. And the OPO beats both of those products in battery life by a mile! It's a matter of personal preference of course but, for me, the OPO is the far superior choice . You may feel otherwise. Oh yeah, forgot to mention it's just as light to hold and carry around as the new Samsung Fold 6 despite having a wider outer screen and a bigger inner screen. And with 512 GB it is hundreds of dollars cheaper than a comparable new Samsung or Pixel foldable, especially with the trade-in deal OnePlus is offering. You should also know unfortunately, OnePlus is only offering three years of software updates for this phone and four years security updates, while Samsung is promising 7 years. But honestly, there's no way I'm going to hang on to this phone for three more years. I'll likely trade it in when the OnePlus Open 2 makes its debut next year or the year after.\nRead more""}, {'Reviewer Name': 'Tobey64', 'Rating': '5.0 out of 5 stars', 'Title': 'Solid phone and price is great for what you get.', 'Date': 'Reviewed in the United States on September 4, 2024', 'Review Body': ""Oneplus open has stunning screens both outer and inner. Phone runs on Snap Dragon 8 gen 2 and is very fast, hard to tell which is faster SD 8 gen 2 or 3 it's that fast. I've had S24 Ultra and if it was fastern hard to tell. Charging speeds insane but I do still miss wireless charging because of the convenience after my reading every night  to just drop it on my wireless charging pad next to my bed at night, but have adjusted okay to just plugging in. But during the day after heavy use I just plug in and 10 to 15 minutes later I'm good for rest of day and then some. Love how the phone as a foldable is still pretty much same weight as my S24 Ultra was and I love build quality as well  Haven't really had and  noticably app issues so far but have only had the phone  a little over a month so time will tell. Nice that it comes with 512gb of storage that's going to be more than enough for me. I don't really care so much that the phones only rated for splashes as I never take it near water anyway. The other thing that's nice is how bright the screen gets out in bright sunlight. Very impressive. This phone no matter what I throw at it never gets hot. Only time I've ever felt it even slightly warm is when I charge it at times. All in all I'm totally happy with my OnePlus Open foldable phone. I'm new to foldable but with this experience I may never go back to regular bar phones we will have to see  I would recommended this phone to people that don't care about wireless charging and want a great multitasker and excellent media experience.\nRead more""}, {'Reviewer Name': 'Michael Shane Pass', 'Rating': '1.0 out of 5 stars', 'Title': 'Not very durable. Horrible product support and repair', 'Date': 'Reviewed in the United States on June 3, 2024', 'Review Body': ""Decided to purchase the open plus open after seeing mostly positive reviews.  It worked great for 4 months, then the inside screen started to fail.  Random apps began to open and close.  About a week later a white line originating from the center to the edge of the screen ops up.  I sent it back to them for repair, on what was told would be 7 to 10 days.  I'm now on day 35 and can't get an answer on how much longer it will be.  I would not recommend this phone or company based on my experience\nRead more""}, {'Reviewer Name': 'rw516', 'Rating': '5.0 out of 5 stars', 'Title': 'I was a Samsung fan but...', 'Date': 'Reviewed in the United States on October 12, 2024', 'Review Body': ""I was a Samsung fan but this oneplus open and better than the Samsung fold by far. The camera is just as good, if not better than my s22 ultra and the screen is beyond amazing! If you're thinking about getting this phone, stop thinking and hit order!\nRead more""}, {'Reviewer Name': 'Ociel Cortés', 'Rating': 'N/A', 'Title': 'N/A', 'Date': 'Reviewed in Mexico on November 26, 2023', 'Review Body': 'Es un gran mobil, plegado es compacto, no es tan grueso, pero desplegado es increíble, muy delgado y no es tan pesado. La calidad de construcción, las cámaras y las pantallas son excelentes, además incluye cargador y cable, adaptador OTG y un caso delgado. Algo que no menciona la publicación, es versión global, viene con las apps de Google y en español. Estoy muy contento.\nRead more'}, {'Reviewer Name': 'Hussain Ibrahim', 'Rating': 'N/A', 'Title': 'N/A', 'Date': 'Reviewed in the United Arab Emirates on July 13, 2024', 'Review Body': ""recently got my hands on the OnePlus Open foldable mobile, and it has completely transformed my smartphone experience. The innovative foldable design is not just a gimmick; it adds real value and functionality to the device.Design and Build Quality: The craftsmanship of the OnePlus Open is superb. The hinge mechanism feels sturdy and reliable, and the overall build exudes premium quality. The foldable display is smooth and seamless, providing an expansive viewing area without any noticeable creases or interruptions.Display: The dual displays are both vibrant and sharp, with excellent color accuracy and brightness levels. Whether in the folded or unfolded state, the screen adapts perfectly to various uses, from watching videos to multitasking with multiple apps.Performance: Powered by the latest hardware, the OnePlus Open handles everything with ease. The speed and responsiveness are impressive, whether I'm gaming, streaming, or working on the go. The multitasking capabilities are particularly enhanced by the foldable screen, allowing for a true split-screen experience.Battery Life: Despite the large display, the battery life is surprisingly robust. It comfortably lasts through a full day of heavy use, and the fast-charging feature is a lifesaver when I need a quick boost.Camera: The camera setup is versatile and produces excellent results in various lighting conditions. The flexibility of the foldable design even allows for unique photography angles and perspectives.Value: For a foldable phone, the OnePlus Open is reasonably priced, offering cutting-edge technology and top-tier performance without the exorbitant cost typically associated with foldable devices.In summary, the OnePlus Open foldable mobile combines innovative design with exceptional performance and great value. It’s a game-changer for anyone looking to elevate their smartphone experience. Highly recommended!\nRead more""}, {'Reviewer Name': 'luis y.', 'Rating': 'N/A', 'Title': 'N/A', 'Date': 'Reviewed in Mexico on April 14, 2024', 'Review Body': 'Excelente teléfono\nRead more'}, {'Reviewer Name': 'Omran', 'Rating': 'N/A', 'Title': 'N/A', 'Date': 'Reviewed in the United Arab Emirates on August 19, 2024', 'Review Body': ""I was conflicted between this and the newly released Samsung fold 6 and decided to get this to test for a few days in hopes of returning it and getting the more expensive fold 6 if I wasn't totally satisfied with the purchase.I am so far beyond impressed and totally satisfied with my purchase. All UAE apps like ICP, TAMM, etc.. work perfectly on this phone (btw that seems to be a major false talking point from local retailers to try and discourage people from buying phones from Amazon).Hopefully it doesn't die on me through out it's lifetime because I know I'd be SOL.A happy OnePlus Open user.\nRead more""}, {'Reviewer Name': 'Mohammed Ibrahim', 'Rating': 'N/A', 'Title': 'N/A', 'Date': 'Reviewed in the United Arab Emirates on January 11, 2024', 'Review Body': ""Amazing phone...this being my first foldable, the phone is just fantastic. Multitasking on the main screen is such a new and good experience! Some of the qualms which I read in previous reviews like the non acceptance of google pay were easily solved by adding my credit card to the phone wallet. One thing which I didn't like is the charger plugs are type c- rounded for India and Europe...not for UAE..\nRead more""}]",OnePlus,Android 13.0,16 GB,512 GB,7.82 Inches,,120 Hz,OnePlus Open,Unlocked,5G,GSM: 850/900/1800/1900 WCDMA: B1/2/4/5/6/8/19,,,,2024-10-23
https://www.amazon.com/HeyxFome-Unlocked-4000mAh-Smartphone-T-Mobile/dp/B0CJ7WNXJ5/ref=sr_1_73?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-73,68.,No List Price,USD,3.3 out of 5 stars,https://m.media-amazon.com/images/I/618UGRAvwtL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Galaxy-A13-5G-Smartphone-Expandable/dp/B09T3MQSVP/ref=sr_1_74?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-74,94.,$74.50,USD,3.8 out of 5 stars,https://m.media-amazon.com/images/I/61PkHEMqZfL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
https://www.amazon.com/Motorola-Display-Android-5000mAh-International/dp/B0CV1FCLLR/ref=sr_1_75?dib=eyJ2IjoiMSJ9.ekOL4nZkrBSP26usbCc9uTCZN6QDrgi_DeyKgA_3CFZqiftw0EB4avbBTadFjc6uOiTWQVoQEQxa9PkCiBMJHm1UUqgqi2YyuTpEVbIQIobtslacnYU1q0F_AByrGNAqqvW_rVSy4EIQiEpS0qPgq49RmnUbGxjgGQ1eyYjEASIcQKXJtnmQs_fvQZXfQIJNcXyVP5RZQrK7vXee0Gp4XMtE1bM2ttmEvIC4hPGLZz4.aKHZUq5TK23pUg23AbrTnC0lTpsANyNxQ5snvzXPyvY&dib_tag=se&keywords=mobile+phone&qid=1729650160&sr=8-75,98.,$149.99,USD,3.8 out of 5 stars,https://m.media-amazon.com/images/I/61TtGkw5IFL._AC_UY218_.jpg,No title found,Mobile Phones,Amazon,[],,,,,,,,,,,,,,,2024-10-23
